tanggal,judul,konten
"Februari 8, 2022",Lowongan Pekerjaan Kantor Dinas Pendidikan Kota Malang,"NARASI:“KANTOR DINAS PENDIDIKAN KOTA MALANGMEMBUTUHKAN POSISISTAFF ACCOUNTINGSTAFF KANTOROFFICE BOYInfo Lengkap CP085785556826Deadline 5 Februari 2022Alamat Kantor :Jl. Veteran No. 19, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145”= = = = =PENJELASAN:Beredar di media sosial lowongan pekerjaan dari Dinas Pendidikan Kota Malang. Dalam lowongan tersebut, dicantumkan beberapa rekrutmen posisi yang dibuka adalah staff accounting, staff kantor, dan office boy.Melalui akun Twitter resminya, Pemerintah Kota Malang menegaskan bahwa lowongan tersebut adalah lowongan palsu. Dinas Pendidikan dan Kebudayaan Kota Malang tidak membuka lowongan tersebut.Lowongan serupa juga pernah beredar dengn mengatasnamakan Dinas Pendidikan Kabupaten Gresik pada Januari 2022. Artikel dengan topik tersebut telah diunggah dalam situs turnbackhoax.id dengan judul artikel “[SALAH] Loker Dinas Pendidikan Kabupaten Gresik Januari Tahun 2022” pada 23 Januari 2022.Dengan demikian, lowongan pekerjaan yang mengatasnamakan Dinas Pendidikan Kota Malang tersebut dapat dikategorikan sebagai Konten Tiruan/Imposter Content."
"Februari 7, 2022",Kenaikan Air Laut Merupakan Hoax,"NARASI:“Rising sea levels are a hoax, folks: menunjukan gambar palm beach sydney 1917 dan 2016 ”"
"Februari 7, 2022",Supir Truk Kecelakaan Di Balikpapan Dihukum Mati,"[NARASI]” Inalilahiwainnailaihi roji’un… Sopir Truk Kecel4kaan di Balikpapan Akan Dihukum M4t1″======[PENJELASAN]Sebuah akun Facebook bernama Kuntoro Blukar memposting sebuah artikel dari situs realnews.my.id yang berjudul “Inalilahiwainnailaihi roji’un… Sopir Truk Kecel4kaan di Balikpapan Akan Dihukum M4t1”.Menurut penelusuran, sopir truk tronton bernomor polisi KT 8534 AJ bernama Muhammad Ali (48) yang menjadi tersangka kecelakaan maut di Turunan Rapak Km 0 Jalan Soekarno-Hatta, Balikpapan, Kalimantan Timur yang mengakibatkan 26 orang luka ringan, 4 orang luka berat dan 4 meninggal dunia tidak dihukum mati melainkan mendapatkan ancaman hukuman 6 tahun penjara.Kombes Pol Sony Irwanto yang menjabat sebagai Direktur Lalu Lintas Polda Kalimantan Timur (Dirlanas Polda Kaltim) mengatakan pengemudi truk tronton tersebut melanggar pasal 310 UU Lalu Lintas dan Angkutan Jalan. Selain itu pengemudi truk tronton juga melanggar Peraturan Wali Kota atas jam operasional truk dengan kapasitas angkut 21 ton ke atas.“Ancaman hukumannya 6 tahun penjara,” ucap Kombes Sony di Balikpapan pada Senin (24/1/2022).Melansir tribunnews.com, Muhammad Alis selaku supir tronton ini juga melakukan pemalsuan SIM dari golongan SIM-nya secara mandiri dari golongan A menjadi B2. Atas pelanggaran ini polisi akan menambah hukuman kepada Muhammad Ali karena telah melanggar Pasal 263 KUHP."
"Februari 7, 2022","Dzalim, Cara Vaksin Model Baru Anti Omicron","Berdasarkan hasil penelusuran, video tersebut bukan merupakan kejadian saat penyuntikan vaksin secara paksa melainkan penangkapan Orang Dengan Gangguan Jiwa (ODGJ) yang mengamuk dengan membawa senjata tajam yang terjadi di Kelurahan Duren Mekar, Kecamatan Bojongsari, Kota Depok.Dilansir dari Tempo.co, Pelda Dedy selaku Bintara Tinggi Tata Urusan Dalam Koramil 05 Sawangan menjelaskan, kejadian tersebut terjadi pada Jumat 4 Februari 2022, warga setempat meminta bantuan Bintara Pembina Desa (Babinsa) TNI AD dan Bhabinkamtibmas Polri, Kelurahan Duren Mekar untuk menenangkan seorang warga penderita ODGJ tersebut."
"Februari 7, 2022",Foto Lampion untuk Perayaan Imlek Saat Pandemi Covid-19,"NARASI:“@pak walikota /pak presiden atau pak pemerintah nanti kalo pas hari raya idul fitri ampun di angel² gih..Kayak hari raya cina kok bebas we..Masak corona berlakune pas hari raya idul fitri aja..Jangan pilih2 yak”= = = = =PENJELASAN:Akun Facebook dengan nama pengguna “Jafar Sodiq” (https://www.facebook.com/kari.c.cewer) mengunggah dua buah foto yang menunjukkan jalanan yang dihiasi oleh lampion. Unggahan tersebut juga disertai narasi yang menyatakan bahwa pemasangan lampion tersebut merupakan perayaan Imlek di tengah pandemi.Berdasarkan hasil penelusuran, foto tersebut bukan merupakan foto lampion untuk perayaan Imlek saat pandemi Covid-19. Foto tersebut merupakan foto yang diambil ketika perayaan Imlek di Pasar Gede, Solo, pada Januari 2020 lalu, sebelum kasus Covid-19 pertama terdeteksi di Indonesia.Foto pertama pada sebelah kiri sebelumnya pernah diunggah oleh akun Facebook “Indah Ny Burhanie” (https://www.facebook.com/inn.burhanie) pada 22 Januari 2020. Sedangkan, foto pada sebelah kanan merupakan potongan dari video berjudul “LAMPION SOLO PASAR GEDE 2020 Liputan Exclusive darat dan udara / Drone” yang diunggah oleh kanal YouTube “Media Plus Solo” pada 15 Januari 2020 lalu."
"Februari 7, 2022",“Berita Duka Selamat Jalan Untuk Selamanya Sohimah”,"NARASI:“Berita Duka Selamat Jalan Untuk Selamanya Sohimah, Innalillahi Wainnaillahi rojiun Kabar Duka Menyelimuti …”= = = = =PENJELASAN:Akun Tiktok muhamadnur001 memposting sebuah video berdurasi 10 detik. Dalam video tersebut terdapat gambar tangkapan layar sebuah postingan Belaayu yang mengunggah artikel milik artikelbarupdate.blogspot.com berjudul “Berita Duka, SeIamat JaIan Untuk SeIamanya Sohimah, InnaIiIahi WainnaiIIaihirojiun Kabar Dukа MеnуеIіmutі …” dan terdapat tampilan mobil putih yang mengalami kecelakaan. Dalam gambar tersebut disertakan narasi selamat jalan untuk selamanya sohimah."
"Februari 7, 2022",Video “Perdana Menteri Israel Benjamin Netanyahu: Cara Membunuh Orang Islam”,"Berdasarkan hasil penelusuran, adanya video yang diklaim disertai narasi yang mengklaim bahwa Perdana Menteri Israel Benjamin Netanyahu menerangkan cara membunuh orang Islam dengantiga cara yaitu: rudal, peluru dan vaksin merupakan klaim yang menyesatkan.Faktanya, narasi yang tertulis di video itu tidak sesuai dengan apa yang disampaikan Benjamin Netanyahu. Isi video itu berisikan Netanyahu yang menunjukkan model rudal anti-balistik Israel dan jarum suntik yang ia gunakan ketika vaksinasi bukan cara membunuh orang Islam.Sebelum, video dengan klaim yang sama pernah diperiksa faktanya melalui artikel berjudul [SALAH] Video Pernyataan “Netanyahu Akan Membunuh Muslim dengan Vaksin” yang terbit di turnbackhoax.id pada 14 Mei 2021.Dilansir dari artikel tersebut, isi dari video tersebut merupakan Netanyahu yang memperlihatkan model rudal anti-balistik Israel dan jarum suntik yang ia gunakan ketika vaksinasi. Yang mana, Netanyahu hendak menunjukkan model rudal anti-balistik dan jarum suntik tersebut kepada tamu-tamu yang datang dari luar negeri.Ditambahkan dari Tempo yang mengutip situs berita Haaretz, video tersebut dipublikasikan di halaman Facebook Benjamin Netanyahu pada 18 Januari 2021. Video itu merekam bagaimana PM Israel itu menyimpan jarum suntik yang digunakan untuk menyuntiknya dengan vaksin Covid-19, bersama koleksi benda lainnya.Haaretz menulis secara lengkap Isi pernyataan Benjamin dalam bahasa Inggris yang diterjemahkan menjadi;"
"Februari 6, 2022",5G Dapat Mengganggu Keamanan Penerbangan yang Berarti Juga Berbahaya Bagi Kesehatan Manusia,"Narasi:(diterjemahkan ke dalam Bahasa Indonesia)“Hmm… Hanya akan menuliskan ini di sini. Jika kalian mengerti, bagus! Jika tidak, maka aku akan menjelaskannya dalam sebuah video nanti. Pikirkan tentang dampaknya bagi kesehatan… #health #agenda #fitness”.=====Penjelasan:Akun Instagram @muzzlefree mengunggah tangkapan layar dari laman berita Travel+ Leisure yang berjudul “New FAA Warning Says 5G Technology Could Potentially Interfere with Airplane Safety” dan menuliskan penjelasan bahwa hal tersebut juga dapat berpengaruh bagi kesehatan manusia. Banyak pengguna Instagram yang tidak hanya menyukai postingan tersebut, tetapi juga menyetujui pernyataan yang ditulis @muzzlefree.Berdasarkan hasil penelurusan, FAA (Federal Aviation Administration) memang mengumumkan bahwa 5G dapat memengaruhi beberapa instrumen penting penerbangan seperti altimeter, yang beroperasi dalam kisaran frekuensi 4,2-4,4 GHz. Menara baru untuk menyebarkan jaringan 5G yang dibangun AT&T dan Verizon dinilai terlalu dekat dengan kisaran frekuensi tersebut. AT&T dan Verizon kemudian bersedia untuk mematikan jaringan nirkabel yang berdekatan dengan area krusial bandara.Namun, hal tersebut tidak ada pengaruhnya bagi kesehatan manusia sama sekali. Klaim tersebut telah dijelaskan oleh WHO pada 2020 lalu. WHO menyatakan bahwa “tidak ada efek kesehatan yang merugikan yang dikaitkan secara kausal dengan paparan teknologi nirkabel 5G”."
"Februari 5, 2022",Sinar UV di Indonesia Sebagai Tameng Omicron,NARASI:“Bersyukurlah Sinar UV (Ultraviolet) di Indonesia bisa menjadi tameng Virus Omicron.= = = =PENJELASAN:Beredar sebuah narasi melalui akun Facebook Angelus Solapung II yang mengatakan bahwa sinar UV dapat dijadikan sebagai penangkal penyebaran varian Omicron. Unggahan tersebut juga memuat sebuah video yang mengatakan bahwa varian Omicron tidak banyak menyebar di Indonesia dikarenakan tingginya tingkat sinar UV di wilayah Indonesia.
"Februari 5, 2022",Sri Sultan Hamengku Buwono X Mengganggap Covid 19 Sandiwara di Bumi NKRI,
"Februari 4, 2022","Foto Artikel “Pesantren Alquran Terbakar, 26 Santri Dan Dua Guru Tewas Terpanggang”",
"Februari 4, 2022",Razia Masker dengan Denda Rp250 Ribu di Seluruh Indonesia,"NARASI:“PENGUMUMANDARI DITLANTAS POLDA BESOK ADA RAZIA MASKER SERENTAK DI SELURUH INDONESIA, BAIK YANG DIKANTOR, TOKO, BENGKEL MOBIL/MOTOR/LAS DAN WARUNG-WARUNG WARTEG SEMUA.AKAN MELIBATKAN LANGSUNG TURUN LAPANGAN DARI SEMUA LINTAS SEKTOR DARI KEJAKSAAN, POLISI, POM, DLL.DAN KALAU ADA YANG TIDAK PAKAI MASKER LANGSUNG DI TINDAK BAYAR DITEMPAT RP. 250.000,- TOLONG DI INFOKAN KE KELUARGA, TETANGGA, DAN TEMAN SEMUA. JANGAN SAMPAI KENA DENDA.DEMIKIAN ATAS PERHATIANNYA DISAMPAIKAN TERIMA KASIH.”= = = = =PENJELASAN:Beredar sebuah pesan berantai melalui WhatsApp yang menyatakan bahwa akan dilaksanakan razia masker oleh Ditlantas Polda secara serentak di seluruh Indonesia. Dalam pesan tersebut juga dicantumkan logo TNI dan Polri, serta jumlah denda yang akan diberikan kepada pihak yang tidak menggunakan masker, yaitu Rp250 ribu.Berdasarkan hasil penelusuran, pengumuman tersebut bukan merupakan pengumuman resmi dari Dilantas Polda. Melansir dari Pikiran Rakyat, KBO Ditlantas Polda Jabar, AKBP Bayu Catur menegaskan bahwa baik Ditlantas Polda maupun Korlantas Polri tidak pernah menyebarkan pengumuman tersebut.Narasi serupa juga pernah beredar pada Juni 2021 lalu. Artikel dengan topik yang sama telah dimuat dalam situs turnbackhoax.id dengan judul artikel “[SALAH] Razia Masker Di Seluruh Indonesia Dengan Denda 250 Ribu” yang diunggah pada 26 Juni 2021."
"Februari 3, 2022",Raja Salman Meninggal Dunia,"Dikutip dari detik.com KJRI Jeddah memastikan berita tersebut hoax. “Sejauh yang kami tahu, itu hoax,” ujar Konsul Jenderal Republik Indonesia (Konjen RI) Jeddah Eko Hartono."
"Februari 3, 2022",Atlet Rugby Jordan Michallet Meninggal karena Vaksin Covid-19,"NARASI:(diterjemahkan ke dalam Bahasa Indonesia)“Kemungkinan besar ia meninggal karena vaksin Covid-19 ketika tidak ada laporan mengenai penyebab kematiannya. Media hanya menutupi adanya pembunuhan massal oleh vaksin.”= = = = =PENJELASAN:Akun Facebook dengan nama pengguna “Pat Conlon” (https://www.facebook.com/pconlon3) mengunggah sebuah tautan berita mengenai meninggalnya atlet rugby asal Perancis, Jordan Michallet. Dalam unggahan tersebut juga disertai dengan narasi yang menyatakan bahwa penyebab kematian Michallet adalah vaksin Covid-19.Berdasarkan hasil penelusuran, penyebab kematian Michallet adalah bukan karena vaksin Covid-19. Melansir dari media asal Perancis “Le Parisien”, hasil investigasi kepolisian setempat menemukan bahwa Michallet menabrakkan mobilnya ke pembatas jalan di Kota Rouen, Perancis, pada pukul 01.00 waktu setempat. Sekitar 20 menit kemudian, seorang saksi melihat Michallet jatuh dari lantai 4 sebuah gedung yang terletak di sekitar wilayah tersebut.Dengan demikian, narasi yang diunggah oleh akun Facebook dengan nama pengguna “Pat Conlon” tersebut dapat dikategorikan sebagai Konten yang Menyesatkan/Misleading Content."
"Februari 3, 2022", Pendaftaran CPNS 2022 Berbayar dan Kuota Terbatas,"“Biro Jasa#BERPENGALAMANBerbeda dengan biro jasa lainnya, Kami Sudah memiliki jaringan yang luas di berbagai instansi baik swasta maupun milik pemerintah sehingga setiap pengerjaan dokumen yang kami kerjakan untuk klien-klien kami akan lebih cepat tuntas, aman dan terjamin legalitasnya.Jasa Layanan : Penerimaan PNS Loker Ijazah Terverifikasi Pembuatan e-KTP Kartu Keluarga Buku Nikah Akte Kelahiran Akte Catatan Sipil Akte Kematian Pembuatan & Perpanjangan SIM Pembuatan & Perpanjangan STNKPelayanan (Seluruh Wilayah Indonesia)Waktu : Buka Setiap Hari 07.00 WIB – 22.00 WIB.Info lebih lanjut dapat hubungi kami@herulesmana1“======[PENJELASAN]:Sebuah akun grup Telegram bernama CPNS Jalur Berbayar menawarkan tawaran untuk menjadi PNS melalui jalur berbayar untuk tahun 2022. Hingga saat ini grup tersebut memiliki members yang cukup banyak yaitu hampir 4 ribu orang.Berdasarkan penelusuran, akun twitter resmi BKN menegaskan bahwa informasi tentang penawaran pendaftaran CPNS 2022 berbayar adalah modus penipuan. Masyarakat diimbau berhati-hati agar tidak menjadi korban penipuan.Dalam kasus ini, admin grup Telegram mencatut foto salah satu JPT Madya BKN, yaitu Deputi Pembinaan Manajemen Kepegawaian (PMK).Kepala Biro Humas Hukum dan Kerja Sama BKN Satya Pratama mengatakan, penerimaan aparatur sipil negara (ASN) tidak berbayar alias gratis.“Betul (gratis). Kalau penerimaan ASN, pasti tidak dipungut biaya. Pasti diumumkan secara luas dan terencana,” ujar Satya.Lebih lanjut, Satya mengatakan bahwa proses seleksi rekrutmen PPPK pada tahun ini telah tertuang dalam Surat Menteri PANRB No. B/1161/M.SM.01.00/2021 tertanggal 27 Juli 2021 perihal Pengadaan ASN Tahun 2022. Adapun Seleksi CASN 2022 akan difokuskan untuk merekrut tenaga pendidik, tenaga kesehatan, dan tenaga penyuluh,” kata dia."
"Februari 2, 2022",Corona Hanya Flu Musiman,"PENJELASAN:Beredar postingan Facebook mengenai Corona hanya flu musiman, postingan tersebut juga mencantumkan 10 negara yang mengumumkan pembatalan prosedur COVID-19. Tak hanya itu, postingan yang diunggah Astrid Yessi Rina Kruytzer tersebut, juga menambahkan cara pencegahan Corona dari Jerman dengan berkumur garam.Dikutip dari Antaranews.com, COVID-19 berbeda dengan flu biasa atau influenza. Meskipun keduanya merupakan penyakit pernapasan menular, dan memiliki beberapa gejala yang serupa. COVID-19 disebabkan oleh infeksi virus Corona baru yang pertama kali diidentifikasi pada 2019 di China, sedangkan flu disebabkan oleh infeksi virus influenza."
"Februari 2, 2022",Penyuntikan Vaksin Kosong di Semarang,
"Februari 2, 2022","“HARI RAYA IMLEK, HADIR & BERKERUMUN TANPA PROKES sdh diCONTOHkan oleh Jokowi”",
"Februari 2, 2022",Memukul Telapak Kaki Orang yang Tersengat Listrik Sebagai Pertolongan Pertama,"NARASI:“Jika kita melihat ada orang yg kesetrum Listrik dikisaran 10-15 detik maka sbg pertolongan pertama segera pukul telapak kakinya agar darah kembali mengalir ke seluruh tubuh. Silahkan dishare kpd seluruh sahabat dan kerabat kita yah ￼”= = = =PENJELASAN:Beredar sebuah unggahan oleh akun Twitter Rudy Valinka yang mengatakan bahwa jika terdapat orang yang tersengat listrik, segera pukul telapak kakinya. Unggahan tersebut juga memuat sebuah video yang menunjukkan terdapat orang yang terdengat lisrik. Ketika dipukul telapak kakinya, orang tersebut langsung berdiri."
"Februari 2, 2022"," Siap-siap Suntik Vaksin Dosis Ketiga, Tak Punya Kartu BPJS Kesehatan Wajib Bayar","Sebuah situs bernama nasional.live membuat artikel berjudul “Siap-siap Suntik Vaksin Dosis Ketiga, Tak Punya Kartu BPJS Kesehatan Wajib Bayar” yang tayang pada 9 Januari 2022. Dalam isi artikel tersebut menjelaskan Vaksin booster gratis bagi para lanjut usia dan kategori Penerima Bantuan Iuran (PBI) BPJS Kesehatan, sedangkan bagi kategori di luar PBI, yaitu warga non lansia yang tidak ikut BPJS Kesehatan wajib berbayar.Berdasarkan hasil penelusuran, Juru Bicara Vaksinasi Covid-19 dari Kementerian Kesehatan dr. Siti Nadia Tarmizi membantah informasi yang menyebutkan jika masyarakat yang tidak memiliki kartu BPJS Kesehatan wajib membayar untuk mendapatkan vaksin booster.“Vaksin booster dipastikan gratis bagi seluruh rakyat Indonesia,” katanya dilansir laman resmi satgas covid-19 Rabu (26/1)."
"Februari 2, 2022"," Judul Artikel “Nikita Mirzani Tantang tes DNA, Buat Buktikan Cucu Nabi. Hasilnya 100% Pasti Ngibul Dan Bohong Cucu Dajjal Saya Percaya”",
"Februari 1, 2022","“Demonstran di Israel tiba2 kepalanya terbakar mengeluarkan asap putih dari mata, hidung, mulut dan telinga”",
"Februari 1, 2022",Foto “seorang ayah di Texas membunuh seorang pria karena memperkosa putrinya yang berusia 5 tahun”,
"Februari 1, 2022","Bantuan Sosial Kemensos untuk Dosen, Guru, Siswa, dan Mahasiswa","====Narasi:“http://bantuan-sosial.my.id/?v=BansosKEMENSOSProgram Bantuan Sosial (BANSOS) untuk dosen, guru, siswa, mahasiswa selama masa pandemiBatas akhir 2022-3-1”====Penjelasan:Telah beredar pesan berantai melalui WhatsApp yang berisi informasi serta tautan terkait program bantuan sosial (BANSOS) Kemensos sebesar Rp900.000 yang ditujukan untuk dosen, guru, siswa, dan mahasiswa di masa pandemi. Untuk mendapatkan bansos yang berlaku sampai 1 Maret 2022 itu, calon penerima diharuskan memasukan nomor telponnya pada situs bantuan tersebut.Berdasarkan hasil penelusuran, informasi bantuan sosial tersebut adalah hoaks. Kemensos melalui akun Twitter resminya (@KemensosRI) mengklarifikasi bahwa pihaknya tidak pernah membuat situs bantuan sosial sebesar Rp900.000. Informasi seputar bantuan sosial dapat diakses melalui kemensos.go.id dan akun resmi @KemensosRI. Selain itu, masyarakat juga diminta untuk selalu mengecek ulang kebenaran informasi dan tidak ikut menyebarkannya sebagai langkah memerangi hoaks."
"Februari 1, 2022",Paus Yohanes II Masuk Islam,
"Januari 31, 2022",Foto Demodex yang Hidup di Bulu Mata,"====Narasi:“This is a Demodex. It’s a mite that lives in your eyelashes and comes out at night to have sex on your face.”“Ini adalah Demorex. Ini kutu yang hidup di bulu mata Anda dan muncul di malam hari untuk bersetubuh di wajah Anda.”====Penjelasan:Akun Twitter WTF Facts (@mrwtffacts) mengunggah cuitan berupa foto yang diklaimnya sebagai foto demodex, kutu yang hidup di bulu mata. Cuitan yang diunggah pada 27 Januari 2022 ini telah mendapat atensi berupa 1.257 retweet dan 3.269.Berdasarkan hasil penelusuran, foto cuitan itu adalah foto silkworm (ulat sutra) yang ditangkap oleh Eye of Science menggunakan scanning electron micrograph (SEM) pada 19 Mei 2004. Foto tersebut ditemukan ditemukan di situs Alamy dan Science Photo Library dengan narasi sebagai berikut.“Silkworm. Coloured scanning electron micrograph (SEM) of the head of a silkworm moth caterpillar (Bombyx mori). The silkworm uses its chewing mouthparts (upper centre) to feed on mulberry leaves. On either side of the mouthparts is an antenna and several simple eyes (ocelli, black round structures, upper left and right). The caterpillar has three pairs of jointed legs behind the head (lower centre). Most caterpillars also have prolegs further along the body (not seen). The silkworm produces threads of silk with which it constructs a cocoon. People farm silkworms for their silk, which is woven into cloth.”"
"Januari 31, 2022",Foto Anak Berlumuran Darah Korban Serangan di Yaman,"====Narasi:“How can I sleep when my people are bleeding 😭😭💔#YemenUnderAttack”====Penjelasan:Akun Twitter Paigham_e_wilayat |هَیْهَاتَ مِنَّا الذِّلَّة (@Man_Ghadeeri) mengunggah cuitan berupa foto anak korban serangan di Yaman dengan darah di beberapa bagian tubuhnya. Cuitan yang diunggah pada 21 Januari 2022 telah mendapat atensi berupa 440 retweet dan 915 suka.Berdasarkan hasil penelusuran, foto cuitan itu adalah foto anak yang terluka di Aleppo, Suriah pada 29 April 2016. Foto yang ditemukan di situs Getty Images itu berjudul “Regime forces target medical center in Aleppo” dan diambil oleh Beha el Halebi dengan keterangan sebagai berikut.“ALEPPO, SYRIA – APRIL 29: (EDITORS NOTE: Image depicts graphic content.) Man carries an injured child after regime helicopters target a medical center at opposition controlled Bustan el Kasr region of Aleppo, Syria on April 29, 2016. (Photo by Beha el Halebi/Anadolu Agency/Getty Images)”Sebagai tambahan, foto ini juga digunakan oleh WNYCStudios pada artikel di situsnya yang berjudul “Violence in Syria Forces Hospitals Underground and Into Caves” terbit pada 3 Mei 2016. Mengutip dari Liputan 6, serangan udara yang mengarah ke rumah sakit Suriah itu menewaskan sekitar 50 orang. Menurut keterangan saksi mata, Rumah Sakit Al Quds yang berada di lingkungan para pemberontak di Aleppo dihantam serangan rudal yang diluncurkan dari jet pada Rabu, 27 April 2016.Dari berbagai fakta di atas, cuitan akun Twitter Paigham_e_wilayat |هَیْهَاتَ مِنَّا الذِّلَّة (@Man_Ghadeeri) dikategorikan sebagai Konteks yang Salah."
"Januari 31, 2022",Foto Dampak Abu Vulkanik di Tonga,"[Terjemahan]“Gambar-gambar mulai bermunculan di media sosial yang menunjukkan dampak Tsunami dan hujan abu.Tonga kami mengangkat Anda dalam Doa, untuk pemulihan yang cepat. Tuhan beserta kalian semua.”= = =Penjelasan:Beredar sebuah informasi di media sosial yang menunjukkan foto-foto dampak vulkanik dan tsunami di Tonga."
"Januari 31, 2022",Foto McDonalds “Hey Crypto Bro’s WE ARE HIRING”,"====Narasi:“McDonald’s special drive to recruit those who lost in crypto 🙂Narasi dalam foto:“Hey Crypto Bro’s WE ARE HIRINGcareers.mcdonalds.com”====Penjelasan:Akun Twitter Zulfiqar Ahmed (@ZulfiqarAhmed69) mengunggah cuitan berupa foto dengan logo McDonald’s yang bertuliskan “Hey Crypto Bro’s WE ARE HIRING”. Cuitan yang diunggah pada 26 Januari 2022 mendapat atensi berupa 2 retweet dan 8 suka.Berdasarkan hasil penelusuran, foto cuitan itu telah melalui proses penyuntingan. Foto asli dari cuitan itu merupakan foto iklan dari mobil Hyundai yang berlokasi di Warsawa, Polandia yang ditemukan di situs Flickr. Foto ini diambil oleh Kuba Bożanowski pada 16 November 2009.Sebagai tambahan, sebelumnya pernah beredar tangkapan layar cuitan akun Twitter resmi McDonald’s (@McDonalds) dengan narasi sebagai berikut.“McDonald’s will not hire any individual that has held, treaded or sold cryptocurrencies”"
"Januari 31, 2022","Video “MELALUI SERTIFIKAT HALAL, MUI KUASAI RATUSAN TRILIUNAN RUPIAH”",
"Januari 31, 2022",Meteor Jatuh di Wilayah Indonesia Pada Tanggal 7 Mei 2022,Narasi:“Semoga di tahun 2022 ini dijauhkan dari bencana alam.dari darat laut dan udara.#bencana #prayForsemeru #merapi #banjir #gempa #fyp #viral”.===Penjelasan:Beberapa waktu lalu sempat beredar sebuah video yang memuat informasi tentang prediksi sejumlah pakar terkait dengan adanya peristiwa jatuhnya meteor di wilayah Indonesia pada tanggal 7 Mei 2022.
